,Tavg,HC Air temperature [°C] max,HC Air temperature [°C] min,opstina,mesto,usev
15/11/2017 13:00,3.95,4.02,3.9,Novi Sad,Nestin,Kruska
15/11/2017 14:00,3.82,3.96,3.73,Novi Sad,Nestin,Kruska
15/11/2017 15:00,3.62,3.81,3.49,Novi Sad,Nestin,Kruska
15/11/2017 16:00,3.51,3.56,3.49,Novi Sad,Nestin,Kruska
15/11/2017 17:00,3.56,3.69,3.49,Novi Sad,Nestin,Kruska
15/11/2017 18:00,3.58,3.62,3.54,Novi Sad,Nestin,Kruska
15/11/2017 19:00,3.63,3.68,3.59,Novi Sad,Nestin,Kruska
15/11/2017 20:00,3.68,3.73,3.62,Novi Sad,Nestin,Kruska
15/11/2017 21:00,3.77,3.85,3.74,Novi Sad,Nestin,Kruska
15/11/2017 22:00,3.86,3.91,3.81,Novi Sad,Nestin,Kruska
15/11/2017 23:00,3.92,4.05,3.79,Novi Sad,Nestin,Kruska
16/11/2017 00:00,3.87,3.91,3.84,Novi Sad,Nestin,Kruska
16/11/2017 01:00,3.98,4.09,3.88,Novi Sad,Nestin,Kruska
16/11/2017 02:00,4.2,4.29,4.09,Novi Sad,Nestin,Kruska
16/11/2017 03:00,4.33,4.38,4.26,Novi Sad,Nestin,Kruska
16/11/2017 04:00,4.31,4.33,4.29,Novi Sad,Nestin,Kruska
16/11/2017 05:00,4.31,4.33,4.3,Novi Sad,Nestin,Kruska
16/11/2017 06:00,4.37,4.4,4.35,Novi Sad,Nestin,Kruska
16/11/2017 07:00,4.45,4.49,4.41,Novi Sad,Nestin,Kruska
16/11/2017 08:00,4.61,4.74,4.51,Novi Sad,Nestin,Kruska
16/11/2017 09:00,4.89,5.09,4.76,Novi Sad,Nestin,Kruska
16/11/2017 10:00,5.42,5.66,5.19,Novi Sad,Nestin,Kruska
16/11/2017 11:00,5.84,6.07,5.63,Novi Sad,Nestin,Kruska
16/11/2017 12:00,6.36,6.62,6.11,Novi Sad,Nestin,Kruska
16/11/2017 13:00,6.9,7.18,6.57,Novi Sad,Nestin,Kruska
16/11/2017 14:00,7.3,7.46,7.15,Novi Sad,Nestin,Kruska
16/11/2017 15:00,7.43,7.51,7.38,Novi Sad,Nestin,Kruska
16/11/2017 16:00,7.46,7.5,7.42,Novi Sad,Nestin,Kruska
16/11/2017 17:00,7.3,7.41,7.16,Novi Sad,Nestin,Kruska
16/11/2017 18:00,7.15,7.17,7.13,Novi Sad,Nestin,Kruska
16/11/2017 19:00,7.07,7.14,6.99,Novi Sad,Nestin,Kruska
16/11/2017 20:00,6.9,6.96,6.86,Novi Sad,Nestin,Kruska
16/11/2017 21:00,6.78,6.84,6.72,Novi Sad,Nestin,Kruska
16/11/2017 22:00,6.71,6.75,6.66,Novi Sad,Nestin,Kruska
16/11/2017 23:00,6.71,6.76,6.68,Novi Sad,Nestin,Kruska
17/11/2017 00:00,6.79,6.84,6.74,Novi Sad,Nestin,Kruska
17/11/2017 01:00,6.79,6.83,6.75,Novi Sad,Nestin,Kruska
17/11/2017 02:00,6.7,6.74,6.67,Novi Sad,Nestin,Kruska
17/11/2017 03:00,6.66,6.7,6.64,Novi Sad,Nestin,Kruska
17/11/2017 04:00,6.63,6.66,6.59,Novi Sad,Nestin,Kruska
17/11/2017 05:00,6.63,6.66,6.59,Novi Sad,Nestin,Kruska
17/11/2017 06:00,6.55,6.65,6.46,Novi Sad,Nestin,Kruska
17/11/2017 07:00,6.54,6.66,6.47,Novi Sad,Nestin,Kruska
17/11/2017 08:00,6.65,6.73,6.56,Novi Sad,Nestin,Kruska
17/11/2017 09:00,6.6,6.72,6.49,Novi Sad,Nestin,Kruska
17/11/2017 10:00,6.94,7.13,6.74,Novi Sad,Nestin,Kruska
17/11/2017 11:00,7.11,7.35,6.93,Novi Sad,Nestin,Kruska
17/11/2017 12:00,7.4,7.78,7.23,Novi Sad,Nestin,Kruska
17/11/2017 13:00,7.4,7.78,7.23,Novi Sad,Nestin,Kruska
17/11/2017 14:00,8.49,8.58,8.31,Novi Sad,Nestin,Kruska
17/11/2017 15:00,8.4,8.56,8.21,Novi Sad,Nestin,Kruska
17/11/2017 16:00,8.08,8.22,7.95,Novi Sad,Nestin,Kruska
17/11/2017 17:00,7.88,7.92,7.86,Novi Sad,Nestin,Kruska
17/11/2017 18:00,7.81,7.87,7.77,Novi Sad,Nestin,Kruska
17/11/2017 19:00,7.69,7.77,7.66,Novi Sad,Nestin,Kruska
17/11/2017 20:00,7.58,7.66,7.5,Novi Sad,Nestin,Kruska
17/11/2017 21:00,7.43,7.52,7.38,Novi Sad,Nestin,Kruska
17/11/2017 22:00,7.33,7.38,7.31,Novi Sad,Nestin,Kruska
17/11/2017 23:00,6.94,7.31,6.43,Novi Sad,Nestin,Kruska
18/11/2017 00:00,6.09,6.38,5.78,Novi Sad,Nestin,Kruska
18/11/2017 01:00,5.62,5.8,5.39,Novi Sad,Nestin,Kruska
18/11/2017 02:00,5.25,5.41,5.08,Novi Sad,Nestin,Kruska
18/11/2017 03:00,4.94,5.05,4.9,Novi Sad,Nestin,Kruska
18/11/2017 04:00,4.86,4.91,4.85,Novi Sad,Nestin,Kruska
18/11/2017 05:00,4.79,4.87,4.73,Novi Sad,Nestin,Kruska
18/11/2017 06:00,4.72,4.77,4.66,Novi Sad,Nestin,Kruska
18/11/2017 07:00,4.61,4.68,4.58,Novi Sad,Nestin,Kruska
18/11/2017 08:00,4.61,4.65,4.58,Novi Sad,Nestin,Kruska
18/11/2017 09:00,4.72,4.86,4.61,Novi Sad,Nestin,Kruska
18/11/2017 10:00,5.01,5.14,4.91,Novi Sad,Nestin,Kruska
18/11/2017 11:00,5.3,5.41,5.14,Novi Sad,Nestin,Kruska
18/11/2017 12:00,5.42,5.71,5.29,Novi Sad,Nestin,Kruska
18/11/2017 13:00,5.79,5.92,5.69,Novi Sad,Nestin,Kruska
18/11/2017 14:00,6.04,6.13,5.97,Novi Sad,Nestin,Kruska
18/11/2017 15:00,6.14,6.22,6.08,Novi Sad,Nestin,Kruska
18/11/2017 16:00,6.12,6.17,6.03,Novi Sad,Nestin,Kruska
18/11/2017 17:00,5.96,6.02,5.94,Novi Sad,Nestin,Kruska
18/11/2017 18:00,5.93,5.96,5.91,Novi Sad,Nestin,Kruska
18/11/2017 19:00,5.84,5.91,5.79,Novi Sad,Nestin,Kruska
18/11/2017 20:00,5.75,5.79,5.74,Novi Sad,Nestin,Kruska
18/11/2017 21:00,5.78,5.81,5.76,Novi Sad,Nestin,Kruska
18/11/2017 22:00,5.72,5.8,5.67,Novi Sad,Nestin,Kruska
18/11/2017 23:00,5.62,5.67,5.6,Novi Sad,Nestin,Kruska
19/11/2017 00:00,5.51,5.61,5.41,Novi Sad,Nestin,Kruska
19/11/2017 01:00,5.31,5.4,5.23,Novi Sad,Nestin,Kruska
19/11/2017 02:00,5.31,5.4,5.23,Novi Sad,Nestin,Kruska
19/11/2017 03:00,5.07,5.13,5.01,Novi Sad,Nestin,Kruska
19/11/2017 04:00,4.68,5.02,4.31,Novi Sad,Nestin,Kruska
19/11/2017 05:00,4.08,4.38,3.83,Novi Sad,Nestin,Kruska
19/11/2017 06:00,3.19,3.74,2.67,Novi Sad,Nestin,Kruska
19/11/2017 07:00,2.14,2.64,1.64,Novi Sad,Nestin,Kruska
19/11/2017 08:00,1.62,3.02,0.71,Novi Sad,Nestin,Kruska
19/11/2017 09:00,4.19,4.97,3.33,Novi Sad,Nestin,Kruska
19/11/2017 10:00,5.57,6.57,5.02,Novi Sad,Nestin,Kruska
19/11/2017 11:00,4.91,5.39,4.24,Novi Sad,Nestin,Kruska
19/11/2017 12:00,6.01,6.53,5.61,Novi Sad,Nestin,Kruska
19/11/2017 13:00,6.01,6.35,5.73,Novi Sad,Nestin,Kruska
19/11/2017 14:00,6.09,6.31,5.99,Novi Sad,Nestin,Kruska
19/11/2017 15:00,6.03,6.21,5.84,Novi Sad,Nestin,Kruska
19/11/2017 16:00,5.61,5.87,5.4,Novi Sad,Nestin,Kruska
19/11/2017 17:00,5.19,5.38,5.01,Novi Sad,Nestin,Kruska
19/11/2017 18:00,4.76,4.98,4.57,Novi Sad,Nestin,Kruska
19/11/2017 19:00,4.38,4.63,4.08,Novi Sad,Nestin,Kruska
19/11/2017 20:00,4.03,4.16,3.92,Novi Sad,Nestin,Kruska
19/11/2017 21:00,3.72,3.94,3.45,Novi Sad,Nestin,Kruska
19/11/2017 22:00,3.58,3.87,3.39,Novi Sad,Nestin,Kruska
19/11/2017 23:00,3.77,3.85,3.54,Novi Sad,Nestin,Kruska
20/11/2017 00:00,3.15,3.57,2.82,Novi Sad,Nestin,Kruska
20/11/2017 01:00,2.09,2.57,1.89,Novi Sad,Nestin,Kruska
20/11/2017 02:00,2.09,2.57,1.89,Novi Sad,Nestin,Kruska
20/11/2017 03:00,1.96,2.3,1.59,Novi Sad,Nestin,Kruska
20/11/2017 04:00,2.95,3.21,2.47,Novi Sad,Nestin,Kruska
20/11/2017 05:00,3.27,3.48,3.16,Novi Sad,Nestin,Kruska
20/11/2017 06:00,3.62,3.73,3.53,Novi Sad,Nestin,Kruska
20/11/2017 07:00,3.88,4.02,3.76,Novi Sad,Nestin,Kruska
20/11/2017 08:00,3.9,4.11,3.76,Novi Sad,Nestin,Kruska
20/11/2017 09:00,4.49,4.69,4.13,Novi Sad,Nestin,Kruska
20/11/2017 10:00,4.66,4.86,4.54,Novi Sad,Nestin,Kruska
20/11/2017 11:00,5.26,5.5,4.91,Novi Sad,Nestin,Kruska
20/11/2017 12:00,5.59,5.95,5.28,Novi Sad,Nestin,Kruska
20/11/2017 13:00,7.21,7.9,5.87,Novi Sad,Nestin,Kruska
20/11/2017 14:00,7.6,8.27,7.18,Novi Sad,Nestin,Kruska
20/11/2017 15:00,7.46,8.21,6.89,Novi Sad,Nestin,Kruska
20/11/2017 16:00,6.83,7.09,6.4,Novi Sad,Nestin,Kruska
20/11/2017 17:00,6.53,6.77,6.31,Novi Sad,Nestin,Kruska
20/11/2017 18:00,6.13,6.73,5.43,Novi Sad,Nestin,Kruska
20/11/2017 19:00,3.75,5.34,2.65,Novi Sad,Nestin,Kruska
20/11/2017 20:00,3.11,3.4,2.89,Novi Sad,Nestin,Kruska
20/11/2017 21:00,2.27,2.68,1.78,Novi Sad,Nestin,Kruska
20/11/2017 22:00,1.96,2.49,1.56,Novi Sad,Nestin,Kruska
20/11/2017 23:00,1.96,2.51,1.15,Novi Sad,Nestin,Kruska
21/11/2017 00:00,1.84,2.72,1.27,Novi Sad,Nestin,Kruska
21/11/2017 01:00,1.33,1.88,0.48,Novi Sad,Nestin,Kruska
21/11/2017 02:00,1.96,2.31,1.61,Novi Sad,Nestin,Kruska
21/11/2017 03:00,1.97,2.21,1.82,Novi Sad,Nestin,Kruska
21/11/2017 04:00,1.59,1.77,1.45,Novi Sad,Nestin,Kruska
21/11/2017 05:00,1.93,2.25,1.47,Novi Sad,Nestin,Kruska
21/11/2017 06:00,2.78,3.22,2.33,Novi Sad,Nestin,Kruska
21/11/2017 07:00,3.12,3.3,2.91,Novi Sad,Nestin,Kruska
21/11/2017 08:00,3.16,3.4,2.97,Novi Sad,Nestin,Kruska
21/11/2017 09:00,4.47,4.91,3.68,Novi Sad,Nestin,Kruska
21/11/2017 10:00,5.67,6.41,4.93,Novi Sad,Nestin,Kruska
21/11/2017 11:00,6.54,6.77,6.38,Novi Sad,Nestin,Kruska
21/11/2017 12:00,8.17,8.98,6.93,Novi Sad,Nestin,Kruska
21/11/2017 13:00,8.81,9.08,8.66,Novi Sad,Nestin,Kruska
21/11/2017 14:00,9.15,9.23,9.08,Novi Sad,Nestin,Kruska
21/11/2017 15:00,8.9,9.15,8.71,Novi Sad,Nestin,Kruska
21/11/2017 16:00,8.24,8.88,7.59,Novi Sad,Nestin,Kruska
21/11/2017 17:00,7.62,7.84,7.41,Novi Sad,Nestin,Kruska
21/11/2017 18:00,7.34,7.6,7.18,Novi Sad,Nestin,Kruska
21/11/2017 19:00,7.22,7.47,6.98,Novi Sad,Nestin,Kruska
21/11/2017 20:00,7.36,7.72,6.98,Novi Sad,Nestin,Kruska
21/11/2017 21:00,7.84,7.95,7.74,Novi Sad,Nestin,Kruska
21/11/2017 22:00,8.11,8.34,7.93,Novi Sad,Nestin,Kruska
21/11/2017 23:00,8.4,9.05,7.81,Novi Sad,Nestin,Kruska
22/11/2017 00:00,9.01,9.17,8.89,Novi Sad,Nestin,Kruska
22/11/2017 01:00,9.03,9.11,8.94,Novi Sad,Nestin,Kruska
22/11/2017 02:00,9.07,9.19,8.96,Novi Sad,Nestin,Kruska
22/11/2017 03:00,9.14,9.32,8.91,Novi Sad,Nestin,Kruska
22/11/2017 04:00,8.92,9.18,8.47,Novi Sad,Nestin,Kruska
22/11/2017 05:00,8.55,9.09,8.22,Novi Sad,Nestin,Kruska
22/11/2017 06:00,9.07,9.21,8.87,Novi Sad,Nestin,Kruska
22/11/2017 07:00,8.09,8.65,7.23,Novi Sad,Nestin,Kruska
22/11/2017 08:00,7.74,8.99,7.29,Novi Sad,Nestin,Kruska
22/11/2017 09:00,10.35,11.22,9.46,Novi Sad,Nestin,Kruska
22/11/2017 10:00,11.84,12.44,11.33,Novi Sad,Nestin,Kruska
22/11/2017 11:00,12.77,13.53,12.1,Novi Sad,Nestin,Kruska
22/11/2017 12:00,13.91,14.28,13.57,Novi Sad,Nestin,Kruska
22/11/2017 13:00,13.87,14.3,13.55,Novi Sad,Nestin,Kruska
22/11/2017 14:00,14.41,14.88,14.03,Novi Sad,Nestin,Kruska
22/11/2017 15:00,14.46,14.8,14.18,Novi Sad,Nestin,Kruska
22/11/2017 16:00,13.93,14.16,13.46,Novi Sad,Nestin,Kruska
22/11/2017 17:00,12.32,13.37,11.14,Novi Sad,Nestin,Kruska
22/11/2017 18:00,10.55,11.52,9.27,Novi Sad,Nestin,Kruska
22/11/2017 19:00,12.48,12.73,11.87,Novi Sad,Nestin,Kruska
22/11/2017 20:00,11.09,12.51,9.67,Novi Sad,Nestin,Kruska
22/11/2017 21:00,10.96,11.3,10.63,Novi Sad,Nestin,Kruska
22/11/2017 22:00,10.54,10.88,9.88,Novi Sad,Nestin,Kruska
22/11/2017 23:00,10.18,10.89,9.76,Novi Sad,Nestin,Kruska
23/11/2017 00:00,9.77,10.54,8.9,Novi Sad,Nestin,Kruska
23/11/2017 01:00,9.11,9.36,8.93,Novi Sad,Nestin,Kruska
23/11/2017 02:00,9.11,9.36,8.93,Novi Sad,Nestin,Kruska
23/11/2017 03:00,8.6,9.07,7.71,Novi Sad,Nestin,Kruska
23/11/2017 04:00,8.21,8.63,7.46,Novi Sad,Nestin,Kruska
23/11/2017 05:00,8.41,8.58,8.28,Novi Sad,Nestin,Kruska
23/11/2017 06:00,7.94,8.42,7.28,Novi Sad,Nestin,Kruska
23/11/2017 07:00,6.43,7.07,5.96,Novi Sad,Nestin,Kruska
23/11/2017 08:00,7.49,8.57,6.37,Novi Sad,Nestin,Kruska
23/11/2017 09:00,10.33,11.7,8.74,Novi Sad,Nestin,Kruska
23/11/2017 10:00,12.51,13.39,11.55,Novi Sad,Nestin,Kruska
23/11/2017 11:00,13.66,14.06,13.32,Novi Sad,Nestin,Kruska
23/11/2017 12:00,14.81,15.3,14.13,Novi Sad,Nestin,Kruska
23/11/2017 13:00,15.57,15.98,14.96,Novi Sad,Nestin,Kruska
23/11/2017 14:00,15.84,16.23,15.24,Novi Sad,Nestin,Kruska
23/11/2017 15:00,15,15.41,14.63,Novi Sad,Nestin,Kruska
23/11/2017 16:00,13.82,14.55,12.82,Novi Sad,Nestin,Kruska
23/11/2017 17:00,11.73,12.69,11.27,Novi Sad,Nestin,Kruska
23/11/2017 18:00,10.26,11.14,9.51,Novi Sad,Nestin,Kruska
23/11/2017 19:00,10.24,11.42,9.13,Novi Sad,Nestin,Kruska
23/11/2017 20:00,10.63,10.98,10.36,Novi Sad,Nestin,Kruska
23/11/2017 21:00,11.68,12.34,11.02,Novi Sad,Nestin,Kruska
23/11/2017 22:00,12.38,12.64,12.17,Novi Sad,Nestin,Kruska
23/11/2017 23:00,12.41,12.66,12.16,Novi Sad,Nestin,Kruska
24/11/2017 00:00,11.95,12.09,11.71,Novi Sad,Nestin,Kruska
24/11/2017 01:00,11.37,11.76,11.12,Novi Sad,Nestin,Kruska
24/11/2017 02:00,11.05,11.21,10.83,Novi Sad,Nestin,Kruska
24/11/2017 03:00,10.72,10.94,10.6,Novi Sad,Nestin,Kruska
24/11/2017 04:00,10.7,10.79,10.61,Novi Sad,Nestin,Kruska
24/11/2017 05:00,11.02,11.16,10.84,Novi Sad,Nestin,Kruska
24/11/2017 06:00,10.35,11.16,9.33,Novi Sad,Nestin,Kruska
24/11/2017 07:00,8.66,9.31,8.21,Novi Sad,Nestin,Kruska
24/11/2017 08:00,8.9,9.37,8.48,Novi Sad,Nestin,Kruska
24/11/2017 09:00,10.67,11.49,9.23,Novi Sad,Nestin,Kruska
24/11/2017 10:00,12.02,12.42,11.58,Novi Sad,Nestin,Kruska
24/11/2017 11:00,12.9,13.24,12.56,Novi Sad,Nestin,Kruska
24/11/2017 12:00,13.48,13.75,13.23,Novi Sad,Nestin,Kruska
24/11/2017 13:00,14.12,14.38,13.79,Novi Sad,Nestin,Kruska
24/11/2017 14:00,14.57,14.73,14.38,Novi Sad,Nestin,Kruska
24/11/2017 15:00,14.29,14.87,14.11,Novi Sad,Nestin,Kruska
24/11/2017 16:00,13.31,14.02,12.11,Novi Sad,Nestin,Kruska
24/11/2017 17:00,10.73,11.81,9.12,Novi Sad,Nestin,Kruska
24/11/2017 18:00,8.34,9.59,6.9,Novi Sad,Nestin,Kruska
24/11/2017 19:00,6.11,6.82,5.7,Novi Sad,Nestin,Kruska
24/11/2017 20:00,5.8,6.35,5.24,Novi Sad,Nestin,Kruska
24/11/2017 21:00,5.21,5.96,4.57,Novi Sad,Nestin,Kruska
24/11/2017 22:00,3.76,4.41,3.12,Novi Sad,Nestin,Kruska
24/11/2017 23:00,3.45,3.77,3.17,Novi Sad,Nestin,Kruska
25/11/2017 00:00,3.22,3.42,2.92,Novi Sad,Nestin,Kruska
25/11/2017 01:00,2.76,2.9,2.63,Novi Sad,Nestin,Kruska
25/11/2017 02:00,2.53,2.72,2.38,Novi Sad,Nestin,Kruska
25/11/2017 03:00,1.68,2.27,0.94,Novi Sad,Nestin,Kruska
25/11/2017 04:00,0.89,1.16,0.69,Novi Sad,Nestin,Kruska
25/11/2017 05:00,0.39,0.78,-0.09,Novi Sad,Nestin,Kruska
25/11/2017 06:00,0.05,0.15,-0.13,Novi Sad,Nestin,Kruska
25/11/2017 07:00,-0.05,0.07,-0.11,Novi Sad,Nestin,Kruska
25/11/2017 08:00,0.9,1.59,0.24,Novi Sad,Nestin,Kruska
25/11/2017 09:00,4.78,7.31,1.94,Novi Sad,Nestin,Kruska
25/11/2017 10:00,8.5,10.48,7.08,Novi Sad,Nestin,Kruska
25/11/2017 11:00,12.04,12.91,11.17,Novi Sad,Nestin,Kruska
25/11/2017 12:00,13.74,14.36,13.03,Novi Sad,Nestin,Kruska
25/11/2017 13:00,14.65,15.09,14.28,Novi Sad,Nestin,Kruska
25/11/2017 14:00,14.76,15.06,14.56,Novi Sad,Nestin,Kruska
25/11/2017 15:00,14.05,14.51,13.7,Novi Sad,Nestin,Kruska
25/11/2017 16:00,12.81,13.64,12,Novi Sad,Nestin,Kruska
25/11/2017 17:00,11.99,12.31,11.88,Novi Sad,Nestin,Kruska
25/11/2017 18:00,12.15,12.31,11.88,Novi Sad,Nestin,Kruska
25/11/2017 19:00,12.26,12.51,11.62,Novi Sad,Nestin,Kruska
25/11/2017 20:00,12.39,12.57,12.11,Novi Sad,Nestin,Kruska
25/11/2017 21:00,11.81,12.21,11.52,Novi Sad,Nestin,Kruska
25/11/2017 22:00,11.8,12.46,10.92,Novi Sad,Nestin,Kruska
25/11/2017 23:00,12.34,12.49,12.17,Novi Sad,Nestin,Kruska
26/11/2017 00:00,12.3,12.49,12.04,Novi Sad,Nestin,Kruska
26/11/2017 01:00,12.03,12.63,11.48,Novi Sad,Nestin,Kruska
26/11/2017 02:00,11.76,11.92,11.57,Novi Sad,Nestin,Kruska
26/11/2017 03:00,11.87,12.02,11.62,Novi Sad,Nestin,Kruska
26/11/2017 04:00,10.47,11.99,8.8,Novi Sad,Nestin,Kruska
26/11/2017 05:00,8.01,8.62,7.42,Novi Sad,Nestin,Kruska
26/11/2017 06:00,7.16,7.4,6.9,Novi Sad,Nestin,Kruska
26/11/2017 07:00,6.59,6.81,6.47,Novi Sad,Nestin,Kruska
26/11/2017 08:00,6.57,6.67,6.51,Novi Sad,Nestin,Kruska
26/11/2017 09:00,6.18,6.44,6.09,Novi Sad,Nestin,Kruska
26/11/2017 10:00,5.98,6.1,5.8,Novi Sad,Nestin,Kruska
26/11/2017 11:00,5.67,5.76,5.61,Novi Sad,Nestin,Kruska
26/11/2017 12:00,5.85,5.95,5.79,Novi Sad,Nestin,Kruska
26/11/2017 13:00,5.96,6.04,5.92,Novi Sad,Nestin,Kruska
26/11/2017 14:00,6.01,6.1,5.91,Novi Sad,Nestin,Kruska
26/11/2017 15:00,5.9,5.98,5.87,Novi Sad,Nestin,Kruska
26/11/2017 16:00,5.7,6,5.32,Novi Sad,Nestin,Kruska
26/11/2017 17:00,5.08,5.29,4.8,Novi Sad,Nestin,Kruska
26/11/2017 18:00,4.44,4.78,4.04,Novi Sad,Nestin,Kruska
26/11/2017 19:00,3.37,4.01,2.9,Novi Sad,Nestin,Kruska
26/11/2017 20:00,2.52,2.78,2.3,Novi Sad,Nestin,Kruska
26/11/2017 21:00,2.86,2.96,2.75,Novi Sad,Nestin,Kruska
26/11/2017 22:00,2.91,2.98,2.86,Novi Sad,Nestin,Kruska
26/11/2017 23:00,2.84,2.99,2.74,Novi Sad,Nestin,Kruska
27/11/2017 00:00,2.68,2.81,2.53,Novi Sad,Nestin,Kruska
27/11/2017 01:00,2.39,2.52,2.17,Novi Sad,Nestin,Kruska
27/11/2017 02:00,1.85,2.07,1.79,Novi Sad,Nestin,Kruska
27/11/2017 03:00,1.95,2.09,1.8,Novi Sad,Nestin,Kruska
27/11/2017 04:00,1.73,1.89,1.51,Novi Sad,Nestin,Kruska
27/11/2017 05:00,1.59,1.84,1.45,Novi Sad,Nestin,Kruska
27/11/2017 06:00,2.03,2.2,1.94,Novi Sad,Nestin,Kruska
27/11/2017 07:00,2.22,2.27,2.19,Novi Sad,Nestin,Kruska
27/11/2017 08:00,2.26,2.3,2.2,Novi Sad,Nestin,Kruska
27/11/2017 09:00,2.39,2.46,2.33,Novi Sad,Nestin,Kruska
27/11/2017 10:00,2.52,2.6,2.44,Novi Sad,Nestin,Kruska
27/11/2017 11:00,2.73,3.01,2.55,Novi Sad,Nestin,Kruska
27/11/2017 12:00,3.38,3.72,3.07,Novi Sad,Nestin,Kruska
27/11/2017 13:00,4.43,5.16,3.74,Novi Sad,Nestin,Kruska
27/11/2017 14:00,5.16,5.43,4.9,Novi Sad,Nestin,Kruska
27/11/2017 15:00,5.13,5.38,4.7,Novi Sad,Nestin,Kruska
27/11/2017 16:00,4.23,4.65,3.66,Novi Sad,Nestin,Kruska
27/11/2017 17:00,3.38,3.59,3.12,Novi Sad,Nestin,Kruska
27/11/2017 18:00,3.45,3.55,3.37,Novi Sad,Nestin,Kruska
27/11/2017 19:00,3.57,3.67,3.41,Novi Sad,Nestin,Kruska
27/11/2017 20:00,3.21,3.58,2.62,Novi Sad,Nestin,Kruska
27/11/2017 21:00,2.3,2.64,2,Novi Sad,Nestin,Kruska
27/11/2017 22:00,1.57,1.94,1.33,Novi Sad,Nestin,Kruska
27/11/2017 23:00,1.2,1.46,0.84,Novi Sad,Nestin,Kruska
28/11/2017 00:00,0.57,0.87,0.37,Novi Sad,Nestin,Kruska
28/11/2017 01:00,0.59,0.89,0.44,Novi Sad,Nestin,Kruska
28/11/2017 02:00,0.5,0.72,0.23,Novi Sad,Nestin,Kruska
28/11/2017 03:00,-0.68,0.06,-1.12,Novi Sad,Nestin,Kruska
28/11/2017 04:00,-0.88,-0.81,-0.94,Novi Sad,Nestin,Kruska
28/11/2017 05:00,-1.13,-0.97,-1.37,Novi Sad,Nestin,Kruska
28/11/2017 06:00,-1.3,-1.19,-1.44,Novi Sad,Nestin,Kruska
28/11/2017 07:00,-1.41,-1.2,-1.52,Novi Sad,Nestin,Kruska
28/11/2017 08:00,-1.32,-0.32,-2.04,Novi Sad,Nestin,Kruska
28/11/2017 09:00,0.67,1.64,-0.18,Novi Sad,Nestin,Kruska
28/11/2017 10:00,2.72,3.45,1.75,Novi Sad,Nestin,Kruska
28/11/2017 11:00,4.3,5.23,3.68,Novi Sad,Nestin,Kruska
28/11/2017 12:00,5.43,5.88,5.1,Novi Sad,Nestin,Kruska
28/11/2017 13:00,5.76,6.05,5.6,Novi Sad,Nestin,Kruska
28/11/2017 14:00,5.94,6.39,5.63,Novi Sad,Nestin,Kruska
28/11/2017 15:00,5.55,6.27,5.14,Novi Sad,Nestin,Kruska
28/11/2017 16:00,4.66,5.39,3.65,Novi Sad,Nestin,Kruska
28/11/2017 17:00,2.77,3.48,1.09,Novi Sad,Nestin,Kruska
28/11/2017 18:00,0.53,1.03,0.12,Novi Sad,Nestin,Kruska
28/11/2017 19:00,-0.06,0.35,-0.34,Novi Sad,Nestin,Kruska
28/11/2017 20:00,0.34,0.79,-0.21,Novi Sad,Nestin,Kruska
28/11/2017 21:00,1.05,1.52,0.73,Novi Sad,Nestin,Kruska
28/11/2017 22:00,1.18,1.52,0.9,Novi Sad,Nestin,Kruska
28/11/2017 23:00,1.73,2.35,1.24,Novi Sad,Nestin,Kruska
29/11/2017 00:00,1.89,2.28,1.47,Novi Sad,Nestin,Kruska
29/11/2017 01:00,0.91,1.48,0.64,Novi Sad,Nestin,Kruska
29/11/2017 02:00,1.41,1.76,0.96,Novi Sad,Nestin,Kruska
29/11/2017 03:00,1.01,1.45,0.67,Novi Sad,Nestin,Kruska
29/11/2017 04:00,0.49,0.9,0.02,Novi Sad,Nestin,Kruska
29/11/2017 05:00,1.26,1.56,1.03,Novi Sad,Nestin,Kruska
29/11/2017 06:00,1.36,1.49,1.26,Novi Sad,Nestin,Kruska
29/11/2017 07:00,1.43,1.67,1.34,Novi Sad,Nestin,Kruska
29/11/2017 08:00,1.44,2.11,0.82,Novi Sad,Nestin,Kruska
29/11/2017 09:00,2.89,5.1,1.68,Novi Sad,Nestin,Kruska
29/11/2017 10:00,6.88,7.57,6.03,Novi Sad,Nestin,Kruska
29/11/2017 11:00,8.24,8.63,7.62,Novi Sad,Nestin,Kruska
29/11/2017 12:00,9.05,9.75,8.65,Novi Sad,Nestin,Kruska
29/11/2017 13:00,9.84,10.28,9.31,Novi Sad,Nestin,Kruska
29/11/2017 14:00,10.32,11.09,9.57,Novi Sad,Nestin,Kruska
29/11/2017 15:00,8.97,10.08,8.03,Novi Sad,Nestin,Kruska
29/11/2017 16:00,7.45,8,7.12,Novi Sad,Nestin,Kruska
29/11/2017 17:00,7.32,7.98,6.41,Novi Sad,Nestin,Kruska
29/11/2017 18:00,6.28,6.54,6.09,Novi Sad,Nestin,Kruska
29/11/2017 19:00,7.12,9.2,5.76,Novi Sad,Nestin,Kruska
29/11/2017 20:00,7.55,8.47,6.88,Novi Sad,Nestin,Kruska
29/11/2017 21:00,8.05,8.4,7.9,Novi Sad,Nestin,Kruska
29/11/2017 22:00,8.17,8.51,7.92,Novi Sad,Nestin,Kruska
29/11/2017 23:00,8.76,9.22,8.29,Novi Sad,Nestin,Kruska
30/11/2017 00:00,8.85,9.04,8.58,Novi Sad,Nestin,Kruska
