,Tavg,Tmax,Tmin,opstina,mesto,usev
01/11/2016 00:00,2.9,3.19,2.59,Kikinda,Kikinda,Sljiva
01/11/2016 01:00,3.54,3.96,2.98,Kikinda,Kikinda,Sljiva
01/11/2016 02:00,4.08,4.28,3.96,Kikinda,Kikinda,Sljiva
01/11/2016 03:00,4.2,4.44,4.01,Kikinda,Kikinda,Sljiva
01/11/2016 04:00,4.03,4.2,3.96,Kikinda,Kikinda,Sljiva
01/11/2016 05:00,4.18,4.25,4.14,Kikinda,Kikinda,Sljiva
01/11/2016 06:00,4.12,4.37,3.92,Kikinda,Kikinda,Sljiva
01/11/2016 07:00,4.59,4.91,4.4,Kikinda,Kikinda,Sljiva
01/11/2016 08:00,5.47,6.06,5.02,Kikinda,Kikinda,Sljiva
01/11/2016 09:00,7.28,8.12,6.35,Kikinda,Kikinda,Sljiva
01/11/2016 10:00,9.47,11.03,8.34,Kikinda,Kikinda,Sljiva
01/11/2016 11:00,11.15,11.63,10.72,Kikinda,Kikinda,Sljiva
01/11/2016 12:00,12.13,12.58,11.68,Kikinda,Kikinda,Sljiva
01/11/2016 13:00,13.03,13.46,12.71,Kikinda,Kikinda,Sljiva
01/11/2016 14:00,13.2,13.41,12.86,Kikinda,Kikinda,Sljiva
01/11/2016 15:00,12.43,12.72,11.85,Kikinda,Kikinda,Sljiva
01/11/2016 16:00,10.69,11.61,9.87,Kikinda,Kikinda,Sljiva
01/11/2016 17:00,8.86,9.83,8.01,Kikinda,Kikinda,Sljiva
01/11/2016 18:00,7.07,7.77,6.77,Kikinda,Kikinda,Sljiva
01/11/2016 19:00,7.18,7.39,6.94,Kikinda,Kikinda,Sljiva
01/11/2016 20:00,6.33,7.02,5.71,Kikinda,Kikinda,Sljiva
01/11/2016 21:00,5.11,5.6,4.75,Kikinda,Kikinda,Sljiva
01/11/2016 22:00,4.61,4.72,4.42,Kikinda,Kikinda,Sljiva
01/11/2016 23:00,4.67,4.85,4.44,Kikinda,Kikinda,Sljiva
02/11/2016 00:00,4.19,4.42,4.03,Kikinda,Kikinda,Sljiva
02/11/2016 01:00,3.98,4.24,3.53,Kikinda,Kikinda,Sljiva
02/11/2016 02:00,3.42,3.54,3.31,Kikinda,Kikinda,Sljiva
02/11/2016 03:00,3.58,3.64,3.52,Kikinda,Kikinda,Sljiva
02/11/2016 04:00,3.69,3.77,3.56,Kikinda,Kikinda,Sljiva
02/11/2016 05:00,3.39,3.7,2.99,Kikinda,Kikinda,Sljiva
02/11/2016 06:00,2.87,2.98,2.61,Kikinda,Kikinda,Sljiva
02/11/2016 07:00,2.57,2.79,2.44,Kikinda,Kikinda,Sljiva
02/11/2016 08:00,4.42,6.05,2.98,Kikinda,Kikinda,Sljiva
02/11/2016 09:00,7.93,9.78,6.35,Kikinda,Kikinda,Sljiva
02/11/2016 10:00,11.61,13.18,10.2,Kikinda,Kikinda,Sljiva
02/11/2016 11:00,13.55,14.26,13.07,Kikinda,Kikinda,Sljiva
02/11/2016 12:00,15.76,16.58,14.18,Kikinda,Kikinda,Sljiva
02/11/2016 13:00,16.34,16.6,16.09,Kikinda,Kikinda,Sljiva
02/11/2016 14:00,16.17,16.22,16.11,Kikinda,Kikinda,Sljiva
02/11/2016 15:00,15.17,15.99,14.43,Kikinda,Kikinda,Sljiva
02/11/2016 16:00,12.62,14.27,11.48,Kikinda,Kikinda,Sljiva
02/11/2016 17:00,11.14,11.45,10.92,Kikinda,Kikinda,Sljiva
02/11/2016 18:00,10.82,10.91,10.75,Kikinda,Kikinda,Sljiva
02/11/2016 19:00,10.68,10.75,10.64,Kikinda,Kikinda,Sljiva
02/11/2016 20:00,10.86,11.02,10.74,Kikinda,Kikinda,Sljiva
02/11/2016 21:00,10.89,10.99,10.82,Kikinda,Kikinda,Sljiva
02/11/2016 22:00,10.79,10.82,10.76,Kikinda,Kikinda,Sljiva
02/11/2016 23:00,9.9,10.75,8.24,Kikinda,Kikinda,Sljiva
03/11/2016 00:00,8.34,8.73,7.89,Kikinda,Kikinda,Sljiva
03/11/2016 01:00,7.49,7.76,7.27,Kikinda,Kikinda,Sljiva
03/11/2016 02:00,7.14,7.29,7.04,Kikinda,Kikinda,Sljiva
03/11/2016 03:00,6.99,7.08,6.81,Kikinda,Kikinda,Sljiva
03/11/2016 04:00,6.76,6.81,6.73,Kikinda,Kikinda,Sljiva
03/11/2016 05:00,6.81,6.85,6.75,Kikinda,Kikinda,Sljiva
03/11/2016 06:00,6.77,6.82,6.72,Kikinda,Kikinda,Sljiva
03/11/2016 07:00,6.75,6.81,6.69,Kikinda,Kikinda,Sljiva
03/11/2016 08:00,6.94,7.06,6.87,Kikinda,Kikinda,Sljiva
03/11/2016 09:00,7.32,7.48,7.15,Kikinda,Kikinda,Sljiva
03/11/2016 10:00,7.77,8.07,7.51,Kikinda,Kikinda,Sljiva
03/11/2016 11:00,8.41,8.67,8.16,Kikinda,Kikinda,Sljiva
03/11/2016 12:00,9.41,9.78,8.77,Kikinda,Kikinda,Sljiva
03/11/2016 13:00,10.19,10.7,9.82,Kikinda,Kikinda,Sljiva
03/11/2016 14:00,10.87,11.13,10.51,Kikinda,Kikinda,Sljiva
03/11/2016 15:00,10.39,11.05,9.48,Kikinda,Kikinda,Sljiva
03/11/2016 16:00,8.89,9.46,7.82,Kikinda,Kikinda,Sljiva
03/11/2016 17:00,5.89,7.46,4.39,Kikinda,Kikinda,Sljiva
03/11/2016 18:00,3.72,4.27,3.1,Kikinda,Kikinda,Sljiva
03/11/2016 19:00,2.23,3.18,1.54,Kikinda,Kikinda,Sljiva
03/11/2016 20:00,1.48,1.94,1.11,Kikinda,Kikinda,Sljiva
03/11/2016 21:00,1.97,2.15,1.73,Kikinda,Kikinda,Sljiva
03/11/2016 22:00,1.83,2.33,1.45,Kikinda,Kikinda,Sljiva
03/11/2016 23:00,2.02,2.44,1.87,Kikinda,Kikinda,Sljiva
04/11/2016 00:00,1.11,1.85,0.22,Kikinda,Kikinda,Sljiva
04/11/2016 01:00,0.15,0.34,-0.03,Kikinda,Kikinda,Sljiva
04/11/2016 02:00,-0.36,0.12,-1.32,Kikinda,Kikinda,Sljiva
04/11/2016 03:00,-1.28,-0.99,-1.57,Kikinda,Kikinda,Sljiva
04/11/2016 04:00,-2.12,-1.68,-2.39,Kikinda,Kikinda,Sljiva
04/11/2016 05:00,-2.54,-2.11,-3.04,Kikinda,Kikinda,Sljiva
04/11/2016 06:00,-2.47,-2.15,-2.83,Kikinda,Kikinda,Sljiva
04/11/2016 07:00,-2.5,-2.1,-2.77,Kikinda,Kikinda,Sljiva
04/11/2016 08:00,-0.55,0.79,-1.6,Kikinda,Kikinda,Sljiva
04/11/2016 09:00,2.14,3.45,1.17,Kikinda,Kikinda,Sljiva
04/11/2016 10:00,3.2,4.16,1.9,Kikinda,Kikinda,Sljiva
04/11/2016 11:00,2.82,3.33,2.37,Kikinda,Kikinda,Sljiva
04/11/2016 12:00,4.56,5.55,3.57,Kikinda,Kikinda,Sljiva
04/11/2016 13:00,6.39,7.06,5.42,Kikinda,Kikinda,Sljiva
04/11/2016 14:00,7.55,7.76,7.22,Kikinda,Kikinda,Sljiva
04/11/2016 15:00,7.67,7.83,7.55,Kikinda,Kikinda,Sljiva
04/11/2016 16:00,7.13,7.48,6.53,Kikinda,Kikinda,Sljiva
04/11/2016 17:00,4.46,6.33,2.35,Kikinda,Kikinda,Sljiva
04/11/2016 18:00,1.49,2.28,0.84,Kikinda,Kikinda,Sljiva
04/11/2016 19:00,0.34,0.78,-0.12,Kikinda,Kikinda,Sljiva
04/11/2016 20:00,0.05,0.53,-0.34,Kikinda,Kikinda,Sljiva
04/11/2016 21:00,0.05,0.29,-0.24,Kikinda,Kikinda,Sljiva
04/11/2016 22:00,-0.63,-0.31,-0.94,Kikinda,Kikinda,Sljiva
04/11/2016 23:00,-1.17,-0.98,-1.29,Kikinda,Kikinda,Sljiva
05/11/2016 00:00,-1.23,-0.98,-1.33,Kikinda,Kikinda,Sljiva
05/11/2016 01:00,-1.2,-1.02,-1.37,Kikinda,Kikinda,Sljiva
05/11/2016 02:00,-0.97,-0.76,-1.14,Kikinda,Kikinda,Sljiva
05/11/2016 03:00,-0.52,-0.3,-0.77,Kikinda,Kikinda,Sljiva
05/11/2016 04:00,-0.56,-0.28,-0.83,Kikinda,Kikinda,Sljiva
05/11/2016 05:00,-0.55,-0.38,-0.79,Kikinda,Kikinda,Sljiva
05/11/2016 06:00,-0.33,-0.22,-0.44,Kikinda,Kikinda,Sljiva
05/11/2016 07:00,0.19,0.82,-0.24,Kikinda,Kikinda,Sljiva
05/11/2016 08:00,1.16,1.64,0.88,Kikinda,Kikinda,Sljiva
05/11/2016 09:00,3.03,4.24,1.81,Kikinda,Kikinda,Sljiva
05/11/2016 10:00,5.45,6.25,4.47,Kikinda,Kikinda,Sljiva
05/11/2016 11:00,7.33,7.73,6.44,Kikinda,Kikinda,Sljiva
05/11/2016 12:00,9.17,10.3,7.99,Kikinda,Kikinda,Sljiva
05/11/2016 13:00,11.22,11.71,10.61,Kikinda,Kikinda,Sljiva
05/11/2016 14:00,12.19,12.86,11.7,Kikinda,Kikinda,Sljiva
05/11/2016 15:00,12.57,12.78,12.44,Kikinda,Kikinda,Sljiva
05/11/2016 16:00,12.11,12.37,11.82,Kikinda,Kikinda,Sljiva
05/11/2016 17:00,11.6,11.8,11.37,Kikinda,Kikinda,Sljiva
05/11/2016 18:00,11.29,11.34,11.15,Kikinda,Kikinda,Sljiva
05/11/2016 19:00,11.08,11.2,10.81,Kikinda,Kikinda,Sljiva
05/11/2016 20:00,11.19,11.58,10.81,Kikinda,Kikinda,Sljiva
05/11/2016 21:00,11.78,11.89,11.66,Kikinda,Kikinda,Sljiva
05/11/2016 22:00,10.93,11.71,10.31,Kikinda,Kikinda,Sljiva
05/11/2016 23:00,10.06,10.3,9.92,Kikinda,Kikinda,Sljiva
06/11/2016 00:00,10.02,10.07,9.98,Kikinda,Kikinda,Sljiva
06/11/2016 01:00,10.22,10.33,10.06,Kikinda,Kikinda,Sljiva
06/11/2016 02:00,10.25,10.29,10.18,Kikinda,Kikinda,Sljiva
06/11/2016 03:00,10.46,10.71,10.25,Kikinda,Kikinda,Sljiva
06/11/2016 04:00,10.47,10.71,10.35,Kikinda,Kikinda,Sljiva
06/11/2016 05:00,10.38,10.53,10.26,Kikinda,Kikinda,Sljiva
06/11/2016 06:00,10.71,11.09,10.5,Kikinda,Kikinda,Sljiva
06/11/2016 07:00,11.2,11.55,11.08,Kikinda,Kikinda,Sljiva
06/11/2016 08:00,11.82,12.07,11.55,Kikinda,Kikinda,Sljiva
06/11/2016 09:00,12.62,13.37,12.08,Kikinda,Kikinda,Sljiva
06/11/2016 10:00,14.16,14.92,13.46,Kikinda,Kikinda,Sljiva
06/11/2016 11:00,15.44,16.15,15.18,Kikinda,Kikinda,Sljiva
06/11/2016 12:00,15.36,16.19,14.77,Kikinda,Kikinda,Sljiva
06/11/2016 13:00,16.48,16.78,15.91,Kikinda,Kikinda,Sljiva
06/11/2016 14:00,17.04,17.27,16.75,Kikinda,Kikinda,Sljiva
06/11/2016 15:00,17.28,17.39,17.19,Kikinda,Kikinda,Sljiva
06/11/2016 16:00,17,17.37,16.63,Kikinda,Kikinda,Sljiva
06/11/2016 17:00,16.19,16.54,15.79,Kikinda,Kikinda,Sljiva
06/11/2016 18:00,15.7,15.81,15.6,Kikinda,Kikinda,Sljiva
06/11/2016 19:00,16.26,16.76,15.68,Kikinda,Kikinda,Sljiva
06/11/2016 20:00,16.34,16.68,16.1,Kikinda,Kikinda,Sljiva
06/11/2016 21:00,16.36,16.59,16.22,Kikinda,Kikinda,Sljiva
06/11/2016 22:00,16.61,16.73,16.39,Kikinda,Kikinda,Sljiva
06/11/2016 23:00,16.43,16.74,16.16,Kikinda,Kikinda,Sljiva
07/11/2016 00:00,16.05,16.77,15.43,Kikinda,Kikinda,Sljiva
07/11/2016 01:00,15.56,15.82,15.21,Kikinda,Kikinda,Sljiva
07/11/2016 02:00,15.75,16.11,15.17,Kikinda,Kikinda,Sljiva
07/11/2016 03:00,14.26,15.27,12.74,Kikinda,Kikinda,Sljiva
07/11/2016 04:00,11.98,12.58,11.17,Kikinda,Kikinda,Sljiva
07/11/2016 05:00,11.31,11.51,11.2,Kikinda,Kikinda,Sljiva
07/11/2016 06:00,9.66,11.03,7.97,Kikinda,Kikinda,Sljiva
07/11/2016 07:00,7.48,7.78,7.31,Kikinda,Kikinda,Sljiva
07/11/2016 08:00,7.28,7.45,7.05,Kikinda,Kikinda,Sljiva
07/11/2016 09:00,7.83,8.23,7.19,Kikinda,Kikinda,Sljiva
07/11/2016 10:00,8.8,9.48,8.28,Kikinda,Kikinda,Sljiva
07/11/2016 11:00,9.46,9.92,8.99,Kikinda,Kikinda,Sljiva
07/11/2016 12:00,10.48,10.94,9.94,Kikinda,Kikinda,Sljiva
07/11/2016 13:00,10.25,10.63,9.82,Kikinda,Kikinda,Sljiva
07/11/2016 14:00,10.15,10.66,9.84,Kikinda,Kikinda,Sljiva
07/11/2016 15:00,9.64,9.79,9.41,Kikinda,Kikinda,Sljiva
07/11/2016 16:00,8.94,9.39,8.42,Kikinda,Kikinda,Sljiva
07/11/2016 17:00,8.29,8.35,8.2,Kikinda,Kikinda,Sljiva
07/11/2016 18:00,7.89,8.31,7.4,Kikinda,Kikinda,Sljiva
07/11/2016 19:00,6.94,7.09,6.79,Kikinda,Kikinda,Sljiva
07/11/2016 20:00,6.42,6.67,6.15,Kikinda,Kikinda,Sljiva
07/11/2016 21:00,6.61,6.7,6.42,Kikinda,Kikinda,Sljiva
07/11/2016 22:00,6.29,6.69,5.93,Kikinda,Kikinda,Sljiva
07/11/2016 23:00,6.88,6.99,6.77,Kikinda,Kikinda,Sljiva
08/11/2016 00:00,6.9,7.02,6.81,Kikinda,Kikinda,Sljiva
08/11/2016 01:00,7.07,7.13,6.96,Kikinda,Kikinda,Sljiva
08/11/2016 02:00,7.2,7.29,7.13,Kikinda,Kikinda,Sljiva
08/11/2016 03:00,7.08,7.24,6.94,Kikinda,Kikinda,Sljiva
08/11/2016 04:00,6.86,6.94,6.77,Kikinda,Kikinda,Sljiva
08/11/2016 05:00,6.66,6.76,6.6,Kikinda,Kikinda,Sljiva
08/11/2016 06:00,6.58,6.6,6.54,Kikinda,Kikinda,Sljiva
08/11/2016 07:00,6.62,6.85,6.5,Kikinda,Kikinda,Sljiva
08/11/2016 08:00,7.27,7.57,6.94,Kikinda,Kikinda,Sljiva
08/11/2016 09:00,7.69,7.81,7.6,Kikinda,Kikinda,Sljiva
08/11/2016 10:00,8.25,8.62,7.8,Kikinda,Kikinda,Sljiva
08/11/2016 11:00,8.72,8.96,8.57,Kikinda,Kikinda,Sljiva
08/11/2016 12:00,8.71,8.83,8.58,Kikinda,Kikinda,Sljiva
08/11/2016 13:00,9.49,10.34,8.83,Kikinda,Kikinda,Sljiva
08/11/2016 14:00,10.03,10.34,9.79,Kikinda,Kikinda,Sljiva
08/11/2016 15:00,9.39,9.76,9.04,Kikinda,Kikinda,Sljiva
08/11/2016 16:00,8.84,9.01,8.66,Kikinda,Kikinda,Sljiva
08/11/2016 17:00,8.18,8.63,7.79,Kikinda,Kikinda,Sljiva
08/11/2016 18:00,7.45,7.76,7.26,Kikinda,Kikinda,Sljiva
08/11/2016 19:00,7.16,7.24,7.09,Kikinda,Kikinda,Sljiva
08/11/2016 20:00,7.08,7.13,7.05,Kikinda,Kikinda,Sljiva
08/11/2016 21:00,7.09,7.13,7.05,Kikinda,Kikinda,Sljiva
08/11/2016 22:00,7.1,7.13,7.06,Kikinda,Kikinda,Sljiva
08/11/2016 23:00,7.07,7.16,6.92,Kikinda,Kikinda,Sljiva
09/11/2016 00:00,6.79,6.91,6.68,Kikinda,Kikinda,Sljiva
09/11/2016 01:00,6.47,6.64,6.26,Kikinda,Kikinda,Sljiva
09/11/2016 02:00,5.97,6.22,5.82,Kikinda,Kikinda,Sljiva
09/11/2016 03:00,5.68,5.77,5.6,Kikinda,Kikinda,Sljiva
09/11/2016 04:00,5.48,5.58,5.36,Kikinda,Kikinda,Sljiva
09/11/2016 05:00,5.26,5.38,5.16,Kikinda,Kikinda,Sljiva
09/11/2016 06:00,4.96,5.12,4.76,Kikinda,Kikinda,Sljiva
09/11/2016 07:00,4.8,4.88,4.72,Kikinda,Kikinda,Sljiva
09/11/2016 08:00,4.72,4.78,4.64,Kikinda,Kikinda,Sljiva
09/11/2016 09:00,4.83,4.91,4.75,Kikinda,Kikinda,Sljiva
09/11/2016 10:00,4.95,5.1,4.83,Kikinda,Kikinda,Sljiva
09/11/2016 11:00,5.66,6.16,5.21,Kikinda,Kikinda,Sljiva
09/11/2016 12:00,6.29,6.5,6.05,Kikinda,Kikinda,Sljiva
09/11/2016 13:00,6.34,6.47,6.24,Kikinda,Kikinda,Sljiva
09/11/2016 14:00,6.02,6.35,5.87,Kikinda,Kikinda,Sljiva
09/11/2016 15:00,6.19,6.41,5.98,Kikinda,Kikinda,Sljiva
09/11/2016 16:00,6.19,6.32,6.07,Kikinda,Kikinda,Sljiva
09/11/2016 17:00,5.69,5.99,5.47,Kikinda,Kikinda,Sljiva
09/11/2016 18:00,5.1,5.4,4.9,Kikinda,Kikinda,Sljiva
09/11/2016 19:00,4.28,4.83,3.53,Kikinda,Kikinda,Sljiva
09/11/2016 20:00,3.12,3.58,2.53,Kikinda,Kikinda,Sljiva
09/11/2016 21:00,2.43,2.5,2.31,Kikinda,Kikinda,Sljiva
09/11/2016 22:00,1.61,2.38,1.01,Kikinda,Kikinda,Sljiva
09/11/2016 23:00,0.85,1.01,0.67,Kikinda,Kikinda,Sljiva
10/11/2016 00:00,0.98,1.26,0.45,Kikinda,Kikinda,Sljiva
10/11/2016 01:00,0.22,0.48,-0.07,Kikinda,Kikinda,Sljiva
10/11/2016 02:00,-0.13,0.18,-0.77,Kikinda,Kikinda,Sljiva
10/11/2016 03:00,-1.08,-0.66,-1.7,Kikinda,Kikinda,Sljiva
10/11/2016 04:00,-1.66,-1.28,-1.9,Kikinda,Kikinda,Sljiva
10/11/2016 05:00,-1.69,-1.17,-2.24,Kikinda,Kikinda,Sljiva
10/11/2016 06:00,-1.07,-0.85,-1.35,Kikinda,Kikinda,Sljiva
10/11/2016 07:00,-1.1,-0.91,-1.35,Kikinda,Kikinda,Sljiva
10/11/2016 08:00,-0.5,0.09,-0.99,Kikinda,Kikinda,Sljiva
10/11/2016 09:00,0.74,1.4,0.18,Kikinda,Kikinda,Sljiva
10/11/2016 10:00,1.78,2.19,1.37,Kikinda,Kikinda,Sljiva
10/11/2016 11:00,3.23,3.77,2.34,Kikinda,Kikinda,Sljiva
10/11/2016 12:00,4.77,5.47,3.85,Kikinda,Kikinda,Sljiva
10/11/2016 13:00,5.68,5.79,5.52,Kikinda,Kikinda,Sljiva
10/11/2016 14:00,6.05,6.43,5.68,Kikinda,Kikinda,Sljiva
10/11/2016 15:00,6.61,6.75,6.48,Kikinda,Kikinda,Sljiva
10/11/2016 16:00,6.47,6.62,6.23,Kikinda,Kikinda,Sljiva
10/11/2016 17:00,5.22,6.09,3.93,Kikinda,Kikinda,Sljiva
10/11/2016 18:00,3.52,4.45,2.17,Kikinda,Kikinda,Sljiva
10/11/2016 19:00,2.83,3.38,2.17,Kikinda,Kikinda,Sljiva
10/11/2016 20:00,2.37,2.89,1.76,Kikinda,Kikinda,Sljiva
10/11/2016 21:00,1.96,2.22,1.67,Kikinda,Kikinda,Sljiva
10/11/2016 22:00,1.51,1.81,1.23,Kikinda,Kikinda,Sljiva
10/11/2016 23:00,0.99,1.2,0.46,Kikinda,Kikinda,Sljiva
11/11/2016 00:00,0.46,0.61,0.37,Kikinda,Kikinda,Sljiva
11/11/2016 01:00,0.09,0.36,-0.19,Kikinda,Kikinda,Sljiva
11/11/2016 02:00,0.23,0.73,-0.35,Kikinda,Kikinda,Sljiva
11/11/2016 03:00,0.14,0.35,-0.19,Kikinda,Kikinda,Sljiva
11/11/2016 04:00,-0.14,-0.01,-0.26,Kikinda,Kikinda,Sljiva
11/11/2016 05:00,-0.57,-0.22,-0.95,Kikinda,Kikinda,Sljiva
11/11/2016 06:00,-1.18,-0.96,-1.6,Kikinda,Kikinda,Sljiva
11/11/2016 07:00,-1.09,-0.86,-1.29,Kikinda,Kikinda,Sljiva
11/11/2016 08:00,-0.44,0.4,-0.89,Kikinda,Kikinda,Sljiva
11/11/2016 09:00,1.86,2.86,0.48,Kikinda,Kikinda,Sljiva
11/11/2016 10:00,4.82,6.49,3.23,Kikinda,Kikinda,Sljiva
11/11/2016 11:00,7.95,8.87,6.82,Kikinda,Kikinda,Sljiva
11/11/2016 12:00,9.9,10.74,9.04,Kikinda,Kikinda,Sljiva
11/11/2016 13:00,11.53,12.01,11.23,Kikinda,Kikinda,Sljiva
11/11/2016 14:00,11.39,11.89,11.18,Kikinda,Kikinda,Sljiva
11/11/2016 15:00,11.14,11.48,10.79,Kikinda,Kikinda,Sljiva
11/11/2016 16:00,9.89,10.64,8.94,Kikinda,Kikinda,Sljiva
11/11/2016 17:00,8,8.64,7.6,Kikinda,Kikinda,Sljiva
11/11/2016 18:00,7.82,8.06,7.46,Kikinda,Kikinda,Sljiva
11/11/2016 19:00,6.87,7.29,6.49,Kikinda,Kikinda,Sljiva
11/11/2016 20:00,6.12,6.52,5.75,Kikinda,Kikinda,Sljiva
11/11/2016 21:00,6.13,6.47,5.78,Kikinda,Kikinda,Sljiva
11/11/2016 22:00,5.94,5.99,5.82,Kikinda,Kikinda,Sljiva
11/11/2016 23:00,6.29,6.61,5.94,Kikinda,Kikinda,Sljiva
12/11/2016 00:00,6.83,6.95,6.72,Kikinda,Kikinda,Sljiva
12/11/2016 01:00,6.77,6.84,6.71,Kikinda,Kikinda,Sljiva
12/11/2016 02:00,7.3,7.55,6.73,Kikinda,Kikinda,Sljiva
12/11/2016 03:00,7.81,8,7.4,Kikinda,Kikinda,Sljiva
12/11/2016 04:00,7.13,7.27,7.06,Kikinda,Kikinda,Sljiva
12/11/2016 05:00,7.01,7.12,6.95,Kikinda,Kikinda,Sljiva
12/11/2016 06:00,7.15,7.21,7.11,Kikinda,Kikinda,Sljiva
12/11/2016 07:00,6.9,7.15,6.67,Kikinda,Kikinda,Sljiva
12/11/2016 08:00,7.07,7.25,6.81,Kikinda,Kikinda,Sljiva
12/11/2016 09:00,7.33,7.47,7.25,Kikinda,Kikinda,Sljiva
12/11/2016 10:00,7.7,7.88,7.53,Kikinda,Kikinda,Sljiva
12/11/2016 11:00,8.17,8.36,7.95,Kikinda,Kikinda,Sljiva
12/11/2016 12:00,8.68,8.87,8.38,Kikinda,Kikinda,Sljiva
12/11/2016 13:00,9.03,9.2,8.9,Kikinda,Kikinda,Sljiva
12/11/2016 14:00,9,9.25,8.92,Kikinda,Kikinda,Sljiva
12/11/2016 15:00,8.87,8.97,8.79,Kikinda,Kikinda,Sljiva
12/11/2016 16:00,8.66,8.84,8.57,Kikinda,Kikinda,Sljiva
12/11/2016 17:00,8.42,8.55,8.29,Kikinda,Kikinda,Sljiva
12/11/2016 18:00,8.26,8.31,8.21,Kikinda,Kikinda,Sljiva
12/11/2016 19:00,7.72,8.2,7.12,Kikinda,Kikinda,Sljiva
12/11/2016 20:00,6.65,7.16,6.17,Kikinda,Kikinda,Sljiva
12/11/2016 21:00,5.63,6.12,5.36,Kikinda,Kikinda,Sljiva
12/11/2016 22:00,4.87,5.32,4.45,Kikinda,Kikinda,Sljiva
12/11/2016 23:00,3.79,4.29,3.31,Kikinda,Kikinda,Sljiva
13/11/2016 00:00,3.21,3.3,3.1,Kikinda,Kikinda,Sljiva
13/11/2016 01:00,3.35,3.47,3.17,Kikinda,Kikinda,Sljiva
13/11/2016 02:00,3.3,3.5,2.89,Kikinda,Kikinda,Sljiva
13/11/2016 03:00,2.62,2.8,2.51,Kikinda,Kikinda,Sljiva
13/11/2016 04:00,2.44,2.56,2.39,Kikinda,Kikinda,Sljiva
13/11/2016 05:00,2.37,2.45,2.28,Kikinda,Kikinda,Sljiva
13/11/2016 06:00,1.97,2.24,1.59,Kikinda,Kikinda,Sljiva
13/11/2016 07:00,1.01,1.49,0.79,Kikinda,Kikinda,Sljiva
13/11/2016 08:00,1.18,1.67,0.81,Kikinda,Kikinda,Sljiva
13/11/2016 09:00,2.32,2.64,1.86,Kikinda,Kikinda,Sljiva
13/11/2016 10:00,2.81,2.98,2.62,Kikinda,Kikinda,Sljiva
13/11/2016 11:00,3,3.36,2.79,Kikinda,Kikinda,Sljiva
13/11/2016 12:00,3.53,3.86,3.19,Kikinda,Kikinda,Sljiva
13/11/2016 13:00,3.79,3.94,3.64,Kikinda,Kikinda,Sljiva
13/11/2016 14:00,3.68,3.92,3.53,Kikinda,Kikinda,Sljiva
13/11/2016 15:00,3.46,3.61,3.33,Kikinda,Kikinda,Sljiva
13/11/2016 16:00,3.15,3.31,2.9,Kikinda,Kikinda,Sljiva
13/11/2016 17:00,2.46,2.75,2.26,Kikinda,Kikinda,Sljiva
13/11/2016 18:00,2.36,2.49,2.21,Kikinda,Kikinda,Sljiva
13/11/2016 19:00,2.15,2.24,2,Kikinda,Kikinda,Sljiva
13/11/2016 20:00,1.67,1.99,0.95,Kikinda,Kikinda,Sljiva
13/11/2016 21:00,0.33,0.81,0.12,Kikinda,Kikinda,Sljiva
13/11/2016 22:00,0.6,0.73,0.31,Kikinda,Kikinda,Sljiva
13/11/2016 23:00,0.28,0.71,-0.01,Kikinda,Kikinda,Sljiva
14/11/2016 00:00,-0.12,-0.05,-0.29,Kikinda,Kikinda,Sljiva
14/11/2016 01:00,-0.23,-0.18,-0.34,Kikinda,Kikinda,Sljiva
14/11/2016 02:00,-0.2,-0.18,-0.22,Kikinda,Kikinda,Sljiva
14/11/2016 03:00,-0.13,-0.07,-0.2,Kikinda,Kikinda,Sljiva
14/11/2016 04:00,-0.05,-0.03,-0.09,Kikinda,Kikinda,Sljiva
14/11/2016 05:00,-0.08,-0.07,-0.11,Kikinda,Kikinda,Sljiva
14/11/2016 06:00,0.02,0.09,-0.06,Kikinda,Kikinda,Sljiva
14/11/2016 07:00,0.09,0.16,0.05,Kikinda,Kikinda,Sljiva
14/11/2016 08:00,0.22,0.41,0.12,Kikinda,Kikinda,Sljiva
14/11/2016 09:00,0.74,1.34,0.41,Kikinda,Kikinda,Sljiva
14/11/2016 10:00,2.55,3.72,1.59,Kikinda,Kikinda,Sljiva
14/11/2016 11:00,3.89,4.18,3.57,Kikinda,Kikinda,Sljiva
14/11/2016 12:00,4.55,4.85,4.13,Kikinda,Kikinda,Sljiva
14/11/2016 13:00,3.98,4.58,3.63,Kikinda,Kikinda,Sljiva
14/11/2016 14:00,3.71,3.84,3.61,Kikinda,Kikinda,Sljiva
14/11/2016 15:00,3.57,3.69,3.44,Kikinda,Kikinda,Sljiva
14/11/2016 16:00,3.22,3.4,3.04,Kikinda,Kikinda,Sljiva
14/11/2016 17:00,2.61,3.03,2.41,Kikinda,Kikinda,Sljiva
14/11/2016 18:00,2.4,2.46,2.34,Kikinda,Kikinda,Sljiva
14/11/2016 19:00,2.51,2.64,2.37,Kikinda,Kikinda,Sljiva
14/11/2016 20:00,2.46,2.61,2.33,Kikinda,Kikinda,Sljiva
14/11/2016 21:00,1.87,2.33,1.18,Kikinda,Kikinda,Sljiva
14/11/2016 22:00,0.5,1.02,0.16,Kikinda,Kikinda,Sljiva
14/11/2016 23:00,-0.39,0.02,-0.68,Kikinda,Kikinda,Sljiva
15/11/2016 00:00,-0.89,-0.63,-1.19,Kikinda,Kikinda,Sljiva
15/11/2016 01:00,-1.41,-1.08,-1.69,Kikinda,Kikinda,Sljiva
